item_id,item_size,cup_size,hips,category,height,length,fit,user_id
124124,5,4,49,new,157.5,2,2,738846
124124,1,2,36,new,155.0,2,2,502240
124124,5,8,42,new,160.0,2,1,802351
124124,1,4,34,new,155.0,2,0,556830
124124,2,2,35,new,165.0,2,1,413689
124124,5,5,34,new,160.0,2,2,734644
124124,5,3,45,new,162.5,2,1,174512
124124,2,2,36,new,162.5,2,0,656611
124124,0,2,53,new,180.0,2,1,180164
124124,2,5,54,new,172.5,2,2,293138
124124,4,3,40,new,167.5,1,1,733220
124124,1,5,37,new,150.0,2,2,370132
124124,1,2,37,new,160.0,2,1,193796
124124,3,3,35,new,162.5,1,1,257237
124124,2,3,60,new,165.0,2,1,582769
124124,3,5,44,new,160.0,0,1,192429
124124,4,5,40,new,170.0,1,0,600091
124124,5,4,48,new,162.5,2,1,86825
124124,5,5,38,new,152.5,2,0,677468
124124,5,2,47,new,165.0,2,2,483104
124124,2,5,59,new,165.0,2,1,346932
124124,5,4,51,new,167.5,2,2,447106
124124,5,6,40,new,150.0,2,1,111055
124124,3,3,40,new,162.5,2,0,522332
124124,3,3,36,new,165.0,2,0,544207
124124,3,5,35,new,157.5,2,1,244251
124124,4,2,39,new,157.5,2,2,773218
124124,0,8,52,new,175.0,1,1,552781
124124,5,5,40,new,170.0,2,1,791179
124124,5,3,54,new,155.0,2,1,777921
124124,5,4,44,new,155.0,1,2,516775
124124,3,5,39,new,157.5,2,1,21714
124124,2,2,38,new,152.5,3,2,652474
124124,2,3,40,new,167.5,2,1,847590
124124,2,4,34,new,165.0,2,2,725282
124124,5,8,44,new,167.5,2,1,397165
124124,4,5,40,new,160.0,2,1,223099
124124,4,4,44,new,165.0,0,1,699193
124124,3,4,43,new,167.5,2,1,308162
124124,5,6,52,new,165.0,1,1,137295
124124,0,2,55,new,162.5,2,2,709586
124124,2,4,38,new,152.5,2,1,279273
124124,5,6,44,new,170.0,2,1,913549
124124,0,5,35,new,165.0,2,2,652219
124124,2,4,51,new,150.0,1,2,797866
124124,3,3,40,new,162.5,2,2,465708
124124,5,3,42,new,152.5,3,2,427917
124124,5,4,44,new,157.5,2,1,454870
124124,3,6,38,new,155.0,2,1,561529
124124,2,3,30,new,150.0,2,1,20806
124124,5,2,46,new,165.0,1,1,793559
124124,5,5,37,new,152.5,2,1,273148
124124,3,2,40,new,157.5,2,1,922240
124124,5,4,47,new,175.0,2,2,742583
124124,3,4,44,new,160.0,2,1,472284
124761,2,5,34,new,162.5,2,1,242643
124761,4,5,35,new,160.0,2,0,675491
124761,3,4,35,new,165.0,2,0,698229
124761,4,4,46,new,155.0,2,1,451128
124761,4,3,44,new,157.5,2,2,468509
124761,2,3,36,new,165.0,2,2,121393
124761,3,5,36,new,160.0,3,1,172638
124761,3,3,39,new,170.0,2,1,643471
124761,3,4,44,new,155.0,3,2,139262
124761,2,1,32,new,152.5,3,1,646843
124761,2,4,34,new,155.0,2,1,813163
124761,2,4,38,new,160.0,2,1,144655
124761,2,3,40,new,162.5,3,0,985576
124761,3,2,40,new,170.0,2,1,793399
124761,4,6,35,new,165.0,3,1,267997
124761,3,8,38,new,167.5,2,1,554754
124761,3,5,38,new,155.0,2,0,800294
124761,3,4,38,new,162.5,2,1,776022
124761,3,3,35,new,162.5,3,1,714083
124761,2,4,34,new,165.0,2,1,618436
124761,2,3,42,new,170.0,2,1,758392
124761,4,3,40,new,165.0,2,1,299914
124761,3,3,36,new,160.0,2,1,463057
124761,2,5,32,new,175.0,2,1,770621
125442,3,3,36,new,167.5,2,1,575252
125442,2,4,37,new,162.5,2,1,695325
125442,5,6,53,new,150.0,2,1,968630
125442,5,4,53,new,162.5,2,1,324628
125442,3,4,40,new,155.0,2,0,342312
125442,2,1,36,new,165.0,2,1,313144
125442,5,6,48,new,162.5,1,1,296610
125442,3,3,40,new,157.5,2,1,485423
125442,4,3,32,new,165.0,2,1,263722
125442,2,3,37,new,175.0,2,1,453091
125442,2,1,36,new,165.0,2,1,522903
125442,5,2,51,new,165.0,2,1,738687
125442,2,4,33,new,150.0,2,2,260172
125442,3,7,44,new,160.0,2,1,572531
125442,2,3,40,new,155.0,2,0,443791
125442,5,4,53,new,170.0,0,2,565952
125442,4,3,38,new,157.5,2,1,22210
125442,2,4,35,new,160.0,2,0,25570
125442,5,8,42,new,160.0,0,1,861638
125442,3,2,40,new,165.0,2,1,909978
125442,2,2,36,new,162.5,2,0,230238
125442,2,2,35,new,155.0,2,1,689227
125442,2,5,38,new,160.0,2,1,128265
125442,2,1,36,new,177.5,1,2,71285
125442,5,5,46,new,160.0,1,1,436466
125442,2,1,44,new,170.0,2,1,545473
125442,2,1,36,new,165.0,2,1,633683
125442,2,3,35,new,160.0,2,1,6925
125442,5,3,38,new,167.5,1,2,487879
125442,4,3,38,new,157.5,2,1,338545
125442,2,3,36,new,162.5,2,2,207756
125442,3,4,37,new,165.0,2,1,395257
125442,3,3,42,new,170.0,2,1,175197
125442,2,4,38,new,160.0,1,0,283249
125442,2,3,35,new,155.0,2,1,493255
125442,3,5,35,new,157.5,3,2,46554
125442,5,7,44,new,162.5,2,1,27990
125442,2,3,40,new,170.0,2,0,519265
125442,2,3,33,new,152.5,2,1,29263
125442,2,3,34,new,167.5,2,0,826101
125442,4,3,41,new,162.5,1,1,630064
125442,3,1,41,new,170.0,1,0,751327
125442,2,2,38,new,160.0,2,0,680408
125442,4,6,52,new,160.0,2,2,112744
125442,4,4,46,new,165.0,1,1,557263
125442,2,3,41,new,160.0,2,1,213255
125442,3,7,39,new,157.5,2,1,326443
125442,5,9,35,new,155.0,2,1,698028
125442,3,5,44,new,152.5,2,1,811445
125442,4,5,44,new,160.0,2,1,460756
125442,3,5,41,new,175.0,2,0,988179
125442,2,3,36,new,165.0,2,1,12475
125442,4,1,44,new,160.0,1,1,991837
125442,3,3,35,new,162.5,2,1,455134
125442,2,2,35,new,157.5,3,1,85532
125442,5,3,46,new,155.0,1,1,552302
125442,2,2,35,new,165.0,2,2,679073
125442,2,6,43,new,157.5,2,0,498512
125442,2,3,36,new,160.0,2,1,428161
125442,3,8,34,new,150.0,2,1,390509
125442,2,3,35,new,100.0,2,1,536627
125442,3,4,38,new,175.0,1,1,524688
125442,5,5,52,new,170.0,2,1,929655
125442,2,5,38,new,155.0,2,1,485669
125442,2,2,35,new,167.5,2,1,188114
125442,2,4,38,new,160.0,2,1,501316
125442,4,5,35,new,157.5,2,2,858244
125442,3,6,40,new,160.0,2,0,145305
125442,5,5,35,new,160.0,2,1,891082
125442,3,2,40,new,162.5,2,0,41221
125442,2,2,37,new,170.0,1,0,806023
125442,2,5,38,new,152.5,2,1,144325
125442,2,1,35,new,165.0,2,0,641774
125442,5,5,55,new,177.5,0,0,279303
125442,2,2,38,new,165.0,2,1,717149
125442,2,3,38,new,162.5,2,1,388210
125442,2,4,40,new,167.5,2,0,49329
125442,2,3,32,new,167.5,2,1,828823
125442,2,3,35,new,172.5,2,0,412373
125442,2,3,33,new,170.0,2,1,891245
125442,2,2,33,new,142.5,2,2,565085
125442,2,3,41,new,160.0,2,1,362960
125442,2,2,34,new,160.0,3,0,580267
125442,2,3,39,new,160.0,2,1,250908
125442,2,1,32,new,165.0,2,2,538582
125442,5,7,42,new,160.0,2,0,778679
125442,4,3,44,new,155.0,2,1,704903
125442,3,4,40,new,152.5,2,1,215094
125442,2,4,36,new,160.0,2,0,390720
125442,5,4,30,new,155.0,2,2,94046
125442,2,4,37,new,162.5,2,2,977339
125442,5,2,57,new,157.5,2,0,956319
125442,2,3,37,new,160.0,2,1,117999
125442,3,6,39,new,160.0,3,2,67374
125442,5,6,57,new,175.0,1,1,674890
125442,2,4,39,new,160.0,2,1,859074
125442,3,3,43,new,165.0,1,0,512069
125442,5,4,47,new,170.0,2,2,702385
125442,3,2,37,new,172.5,2,1,476149
125442,3,4,38,new,175.0,1,0,308592
125442,5,3,46,new,155.0,2,1,778032
125442,2,4,32,new,157.5,3,0,963483
125442,5,6,53,new,157.5,2,0,944806
125442,2,2,33,new,162.5,2,2,378261
125442,3,3,37,new,165.0,2,1,513085
125442,3,4,37,new,167.5,2,1,108907
125442,2,1,38,new,167.5,2,1,41115
125442,2,3,35,new,170.0,2,1,690496
125442,2,8,38,new,160.0,2,1,687726
125442,2,3,36,new,157.5,2,1,578045
125442,2,4,36,new,160.0,2,2,509494
125442,2,6,35,new,155.0,2,0,726855
125442,2,4,36,new,152.5,2,1,244104
125442,2,4,35,new,165.0,2,1,148981
125442,2,4,38,new,157.5,2,1,664542
125442,2,2,38,new,162.5,2,1,398395
125442,3,3,41,new,160.0,2,1,790794
125442,2,2,34,new,152.5,2,1,883782
125442,3,3,41,new,157.5,2,0,485602
125442,2,2,38,new,172.5,1,0,703578
125442,4,3,41,new,160.0,2,1,381326
125442,2,3,38,new,160.0,2,2,479326
125442,3,2,40,new,160.0,2,2,943067
125442,2,6,38,new,165.0,2,1,828668
125442,2,2,37,new,157.5,2,0,709181
125442,2,2,32,new,157.5,2,1,206848
125442,2,3,42,new,152.5,2,0,749081
125442,4,3,40,new,175.0,1,2,569918
125442,3,5,39,new,155.0,2,1,500707
125442,3,2,40,new,172.5,1,1,547477
125442,3,1,43,new,170.0,1,1,855118
125442,3,6,35,new,162.5,2,1,475935
125442,5,3,35,new,175.0,1,1,385449
125442,3,3,38,new,160.0,2,1,985083
125442,3,2,41,new,157.5,2,1,772015
125442,2,3,40,new,160.0,1,0,821955
125442,5,4,35,new,165.0,1,1,196459
125442,3,4,44,new,155.0,2,0,747842
125442,2,3,33,new,152.5,2,0,422506
125442,2,4,39,new,155.0,3,1,319984
125442,3,3,36,new,155.0,2,1,704147
125442,5,2,40,new,162.5,3,1,468786
125442,4,4,43,new,162.5,2,2,738647
125442,5,6,47,new,160.0,2,1,844760
125442,2,3,36,new,152.5,2,0,293419
125442,5,6,58,new,172.5,1,1,6207
125442,2,2,34,new,172.5,2,1,148267
125442,3,4,43,new,167.5,2,0,308162
125442,2,6,34,new,155.0,2,1,736140
125442,2,3,34,new,152.5,2,1,458607
125442,2,5,38,new,165.0,2,1,77413
125442,2,1,35,new,157.5,2,0,74915
125442,3,4,37,new,167.5,1,1,612101
125442,2,2,38,new,167.5,2,0,711752
125442,2,3,36,new,152.5,2,1,117817
125442,2,2,37,new,167.5,2,1,429290
125442,4,5,40,new,170.0,2,1,100981
125442,5,5,30,new,167.5,2,1,633058
125442,3,3,42,new,170.0,2,1,897280
125442,4,3,40,new,175.0,0,1,427860
125442,2,2,35,new,170.0,2,1,430689
125442,2,3,36,new,152.5,2,1,965509
125442,3,6,39,new,170.0,2,0,977943
125442,2,1,35,new,162.5,2,1,923998
125442,5,4,42,new,165.0,0,1,772212
125442,2,3,38,new,162.5,2,1,493334
125442,3,3,41,new,172.5,2,0,910606
125442,5,4,47,new,172.5,1,1,20255
125442,3,3,33,new,167.5,2,1,860812
125442,2,3,35,new,155.0,2,1,460626
125442,3,3,39,new,157.5,2,0,8833
125442,3,6,35,new,162.5,2,1,868965
125442,2,2,36,new,160.0,2,1,439944
125442,3,5,37,new,160.0,2,2,34898
125442,2,2,36,new,157.5,2,1,170951
125442,3,5,45,new,162.5,2,1,650727
125442,3,2,37,new,165.0,2,2,11370
125442,3,3,35,new,160.0,2,0,843851
125442,3,5,40,new,162.5,2,1,691997
125442,4,4,40,new,170.0,1,1,558370
125442,4,5,36,new,157.5,2,1,760147
125442,2,4,36,new,162.5,2,1,649271
125442,2,4,35,new,160.0,2,0,898115
125442,3,4,37,new,155.0,2,1,900882
125442,4,4,32,new,177.5,1,1,473564
125442,3,3,38,new,155.0,2,1,70826
125442,2,2,33,new,160.0,2,1,587694
125442,2,2,35,new,165.0,2,0,850744
125442,2,1,36,new,155.0,2,0,251891
125442,2,3,34,new,170.0,2,1,445861
125442,4,6,44,new,162.5,0,0,522124
125442,3,4,42,new,167.5,2,1,191711
125442,3,2,36,new,152.5,2,1,650785
125442,2,2,36,new,162.5,2,0,627297
125442,3,7,44,new,167.5,1,1,27863
125442,4,3,37,new,167.5,2,1,275135
125442,2,6,30,new,162.5,2,1,944916
125442,2,2,34,new,155.0,2,1,838743
125442,2,4,37,new,160.0,2,1,592288
125442,4,5,35,new,152.5,2,1,661145
125442,3,4,52,new,160.0,1,0,317049
125442,3,1,37,new,162.5,2,1,676682
125442,2,2,37,new,165.0,2,0,552882
125442,2,2,36,new,157.5,2,0,552213
125442,2,2,37,new,162.5,2,0,185208
125442,3,2,43,new,172.5,0,1,131127
125442,3,3,41,new,170.0,2,1,164547
125442,2,4,41,new,160.0,2,1,932882
125442,3,2,40,new,165.0,2,0,532910
125442,3,1,39,new,160.0,2,1,491209
125442,3,5,40,new,160.0,2,1,967793
125442,3,5,41,new,160.0,2,1,257350
125442,3,3,38,new,157.5,2,0,576233
125442,2,2,39,new,160.0,1,1,780494
125442,2,2,34,new,155.0,2,1,403770
125442,2,3,35,new,162.5,2,1,394096
125442,2,5,38,new,162.5,1,1,977952
125442,2,3,42,new,155.0,2,0,939476
125442,2,2,32,new,162.5,2,1,874003
125442,3,3,35,new,165.0,2,2,384446
125442,3,3,39,new,170.0,2,2,312299
125442,3,4,40,new,155.0,0,0,505565
125442,2,4,35,new,165.0,2,1,993273
125442,2,4,35,new,150.0,2,1,779530
125442,2,3,35,new,152.5,2,1,246170
125442,4,3,45,new,162.5,1,1,565851
125442,2,3,33,new,165.0,2,1,738090
125442,2,4,34,new,165.0,2,1,425601
125442,2,1,34,new,162.5,2,1,987324
125442,2,5,36,new,150.0,2,1,634606
125442,3,3,34,new,152.5,2,1,51076
125442,2,2,32,new,157.5,2,1,701068
125442,2,5,37,new,162.5,3,1,976414
125442,2,2,30,new,167.5,2,1,79724
125442,3,2,42,new,155.0,2,2,498924
125442,2,1,35,new,157.5,2,1,827782
125442,3,5,39,new,160.0,2,0,879433
125442,2,5,35,new,160.0,2,1,399981
125442,3,2,36,new,155.0,2,1,548684
125442,2,1,36,new,162.5,2,1,917555
125442,2,4,31,new,165.0,2,2,703844
125442,3,5,43,new,165.0,2,1,246391
125442,4,4,41,new,155.0,2,1,25823
125442,2,2,36,new,170.0,2,1,122846
125442,3,3,41,new,160.0,2,1,609561
125442,2,4,36,new,150.0,2,1,244580
125442,2,4,37,new,167.5,2,1,301488
125442,2,1,42,new,155.0,2,1,153758
125442,2,3,36,new,167.5,2,1,83945
125442,2,3,35,new,157.5,2,1,33504
125442,2,4,35,new,152.5,2,1,906742
125442,2,0,33,new,167.5,2,1,341901
125442,2,2,34,new,160.0,2,1,632993
125442,2,2,37,new,162.5,2,1,147645
125442,4,3,37,new,167.5,1,0,298336
125442,2,1,35,new,172.5,2,1,951091
125442,2,8,39,new,157.5,2,1,92520
125442,3,3,39,new,165.0,1,0,803199
125442,2,3,35,new,162.5,2,1,772249
125442,2,2,30,new,162.5,2,1,532743
125442,2,3,38,new,165.0,2,1,607689
125442,3,6,36,new,162.5,2,1,924679
125442,2,3,39,new,172.5,2,1,32767
125442,2,3,37,new,157.5,2,1,776467
125442,2,1,36,new,172.5,2,1,192882
125442,3,3,38,new,167.5,2,2,716814
125442,3,4,38,new,165.0,2,1,31496
125442,3,3,35,new,162.5,2,1,709311
125442,2,5,36,new,155.0,2,0,757670
125442,3,4,37,new,165.0,2,1,843224
125442,3,3,41,new,165.0,1,1,287273
125442,2,4,36,new,157.5,2,1,780766
125442,2,1,34,new,162.5,2,1,730679
125442,3,3,40,new,167.5,1,2,539595
125442,2,1,33,new,157.5,2,1,586839
125442,2,2,35,new,152.5,2,1,921746
125442,4,5,46,new,152.5,1,1,790052
125442,2,2,30,new,160.0,2,1,343928
125442,3,5,40,new,167.5,2,1,575980
125442,2,3,36,new,165.0,2,0,102841
125442,3,6,40,new,167.5,2,0,370542
125442,2,2,33,new,160.0,2,1,331519
125442,2,2,36,new,157.5,2,1,388569
125442,2,3,30,new,160.0,2,1,734684
125442,2,2,40,new,160.0,2,1,394991
125442,3,4,38,new,155.0,2,0,642193
125442,2,3,37,new,167.5,2,1,695561
125442,3,2,40,new,180.0,1,0,695161
125442,2,0,38,new,165.0,2,1,615361
125442,2,5,40,new,155.0,2,0,196246
125442,2,4,37,new,152.5,2,1,614179
125442,2,2,37,new,172.5,1,1,423544
125442,2,3,37,new,175.0,2,0,445833
125442,2,3,36,new,152.5,2,0,198924
125442,2,4,39,new,160.0,2,1,848927
125442,2,2,37,new,155.0,2,1,549734
125442,2,1,33,new,167.5,1,1,537532
125442,2,2,41,new,165.0,2,1,84304
125442,2,1,37,new,172.5,2,1,337593
125442,3,3,40,new,155.0,2,2,759019
125442,3,4,38,new,157.5,2,1,124575
125442,2,5,37,new,160.0,2,1,908284
125442,2,4,36,new,155.0,2,1,21122
125442,4,5,41,new,167.5,2,1,809353
125442,2,1,36,new,162.5,2,1,274262
125442,2,2,36,new,152.5,2,1,635792
125442,2,4,34,new,157.5,2,1,821335
125442,2,1,36,new,167.5,2,1,627738
125442,2,2,37,new,165.0,2,1,903299
125442,3,5,39,new,162.5,2,1,233245
125442,3,4,38,new,167.5,2,1,173211
125442,3,5,38,new,152.5,2,1,192119
125442,2,3,33,new,162.5,2,2,547216
125442,3,4,42,new,162.5,1,1,758674
125442,2,2,38,new,160.0,2,0,843942
125442,2,2,37,new,167.5,2,1,935582
125442,3,4,39,new,167.5,2,1,790633
125442,2,3,36,new,157.5,2,1,943454
125442,2,3,36,new,160.0,2,1,215813
125442,3,4,37,new,165.0,1,1,880676
125442,2,3,36,new,160.0,2,1,971444
125442,2,2,36,new,162.5,2,1,405888
125442,2,2,37,new,162.5,2,1,320834
125442,2,2,36,new,172.5,2,1,778727
125442,2,3,39,new,172.5,1,1,956862
125442,3,3,40,new,180.0,2,2,892003
125442,3,1,37,new,160.0,2,0,773107
125442,3,3,40,new,160.0,1,1,687294
125602,2,1,33,new,160.0,2,1,877917
126560,1,2,35,new,160.0,2,1,138702
126560,2,3,36,new,177.5,2,0,689770
126560,4,2,41,new,165.0,2,0,627954
126560,1,1,36,new,155.0,1,1,605809
126560,5,5,47,new,155.0,2,1,257783
126560,4,4,44,new,160.0,2,1,862457
126560,0,5,57,new,160.0,2,1,784399
126560,0,5,35,new,165.0,4,1,781404
126560,2,3,36,new,160.0,2,1,885947
126560,2,3,33,new,165.0,1,1,854818
126560,1,3,34,new,160.0,2,1,71161
126560,4,3,41,new,157.5,2,0,66530
126560,2,5,42,new,157.5,1,0,264835
126560,2,2,36,new,152.5,2,1,339143
126560,0,4,53,new,155.0,2,2,251504
126560,5,3,50,new,160.0,2,1,780339
126560,3,6,41,new,157.5,1,0,526164
126560,0,2,45,new,165.0,2,1,55181
126560,2,6,56,new,175.0,2,1,753853
126560,2,3,60,new,150.0,2,1,196518
126560,0,3,55,new,170.0,2,2,265927
126560,5,4,45,new,165.0,2,0,237374
126560,5,4,50,new,150.0,2,2,990659
126560,3,5,41,new,167.5,2,1,346889
126560,3,8,45,new,155.0,2,1,82801
126560,3,3,42,new,167.5,3,0,511842
126560,2,2,38,new,170.0,0,0,218637
126560,3,2,36,new,175.0,0,0,841773
126560,1,3,35,new,160.0,2,1,515200
126560,2,5,38,new,157.5,2,1,795700
126560,0,5,60,new,162.5,2,0,1560
126560,4,4,34,new,177.5,0,0,205326
126560,4,4,44,new,162.5,2,1,948555
126560,2,5,54,new,165.0,2,2,699634
126560,5,2,42,new,160.0,3,1,350422
126560,3,3,38,new,172.5,1,1,7392
126560,2,4,40,new,165.0,2,0,680375
126560,3,5,41,new,160.0,1,0,116315
126560,2,3,38,new,160.0,2,1,570180
126560,1,1,31,new,147.5,1,0,976083
126560,1,1,34,new,162.5,1,1,859958
126560,2,5,37,new,165.0,0,1,469185
126885,3,5,37,new,172.5,2,1,791680
126885,4,3,50,new,170.0,2,1,915410
126885,3,4,40,new,170.0,2,1,342774
126885,5,6,50,new,157.5,2,1,251459
126885,0,4,55,new,165.0,2,1,527964
126885,4,3,35,new,172.5,2,1,485005
126885,0,5,56,new,167.5,3,1,33147
126885,3,3,40,new,177.5,2,1,449354
126885,5,6,46,new,170.0,2,1,409024
126885,1,3,37,new,165.0,2,1,70228
126885,5,7,48,new,150.0,3,1,187010
126885,2,3,39,new,160.0,2,1,47013
126885,2,3,52,new,170.0,2,1,526518
126885,5,5,40,new,157.5,2,1,971139
126885,4,6,40,new,152.5,2,0,582644
126885,4,6,35,new,155.0,2,1,3974
126885,4,4,37,new,172.5,2,0,371355
126885,1,2,37,new,155.0,2,1,55658
126885,4,4,40,new,167.5,2,1,114308
126885,0,3,55,new,160.0,2,1,4371
126885,5,3,42,new,165.0,2,1,848009
126885,1,2,36,new,147.5,2,1,86149
126885,0,4,52,new,167.5,2,2,982232
126885,1,4,33,new,165.0,2,2,546486
126885,5,4,48,new,165.0,2,1,547646
126885,3,1,35,new,172.5,2,1,947281
126885,2,2,37,new,165.0,2,1,718475
126885,5,7,50,new,160.0,3,1,100424
126885,0,4,53,new,157.5,3,1,94385
126885,1,1,35,new,160.0,2,0,370413
126885,3,4,45,new,165.0,2,0,358293
126885,5,5,48,new,175.0,2,1,89304
126885,3,3,40,new,160.0,2,0,970257
126885,1,3,37,new,152.5,3,1,897190
126885,2,4,36,new,170.0,2,1,167871
126885,4,3,41,new,162.5,2,1,915130
126885,4,4,40,new,155.0,3,2,132796
126885,3,4,39,new,167.5,2,1,252928
126885,3,6,40,new,172.5,2,1,716249
126885,3,3,38,new,165.0,2,1,398302
126885,4,4,44,new,172.5,3,1,438679
126885,1,1,34,new,152.5,3,1,854588
126885,4,7,42,new,167.5,2,1,816891
126885,2,5,58,new,160.0,3,1,686351
126885,5,6,40,new,170.0,2,1,136554
126885,3,4,41,new,167.5,2,1,941629
126885,3,8,42,new,160.0,2,1,88678
126885,2,4,37,new,160.0,2,0,20012
126885,2,2,35,new,170.0,2,1,482304
126885,3,3,34,new,170.0,2,1,159706
126885,1,2,36,new,162.5,2,1,666706
126885,1,5,35,new,160.0,2,2,563609
126885,1,2,34,new,160.0,2,0,546517
126885,5,3,47,new,155.0,4,1,947324
126885,2,3,36,new,160.0,2,1,463057
126885,5,2,50,new,175.0,3,2,610759
126885,3,7,40,new,165.0,3,1,359861
126885,5,5,55,new,177.5,2,1,279303
126885,2,2,35,new,175.0,2,1,541765
126885,0,6,50,new,172.5,2,1,628768
126885,5,8,46,new,167.5,2,1,549152
126885,3,2,38,new,175.0,2,1,278614
126885,3,3,36,new,165.0,3,0,733315
126885,4,8,46,new,167.5,3,0,88753
126885,2,2,30,new,165.0,3,1,723972
126885,3,3,45,new,175.0,2,1,699967
126885,2,4,37,new,165.0,2,1,484129
126885,2,3,36,new,170.0,2,1,856277
126885,5,3,44,new,165.0,2,1,430889
126885,2,2,40,new,162.5,4,0,41221
126885,5,5,42,new,155.0,2,1,450404
126885,3,5,41,new,167.5,2,1,768236
126885,5,3,48,new,170.0,2,1,133725
126885,3,3,36,new,167.5,2,0,552415
126885,3,3,48,new,167.5,2,1,370525
126885,3,4,43,new,160.0,2,0,70723
126885,2,5,41,new,167.5,2,1,877513
126885,5,3,47,new,180.0,2,1,589929
126885,5,4,40,new,180.0,2,1,933075
126885,5,5,41,new,172.5,2,2,73719
126885,4,3,43,new,160.0,2,1,456324
126885,5,6,53,new,157.5,2,1,674990
126885,3,2,47,new,170.0,2,1,581484
126885,3,4,41,new,170.0,2,1,55429
126885,5,5,50,new,172.5,2,0,811221
126885,5,4,46,new,177.5,2,1,97053
126885,5,3,47,new,180.0,2,1,846561
126885,2,5,52,new,160.0,2,2,27695
126885,1,3,36,new,167.5,3,0,501328
126885,1,2,34,new,165.0,3,1,697662
126885,1,2,32,new,160.0,2,1,814191
126885,3,5,44,new,170.0,0,0,344008
126885,1,3,35,new,155.0,2,1,522986
126885,2,3,49,new,177.5,4,2,826087
126885,1,5,35,new,170.0,3,1,941683
126885,2,4,33,new,165.0,2,1,950232
126885,1,4,32,new,160.0,2,1,584049
126885,2,2,35,new,150.0,2,0,677239
126885,3,3,41,new,175.0,2,1,510986
126885,3,5,44,new,170.0,2,0,432984
126885,1,1,35,new,172.5,3,1,312783
126885,3,1,45,new,160.0,2,1,559417
126885,3,6,36,new,160.0,2,1,439803
126885,1,2,35,new,162.5,2,1,605074
126885,1,1,35,new,165.0,3,1,11390
126885,2,3,40,new,167.5,2,1,451866
126885,4,4,41,new,167.5,2,1,351048
126885,1,2,31,new,157.5,3,1,659885
126885,5,7,48,new,167.5,3,1,318691
126885,3,4,44,new,167.5,2,0,70164
126885,5,3,45,new,170.0,2,1,53581
126885,3,5,46,new,162.5,2,0,8437
126885,5,5,45,new,160.0,2,1,826126
126885,5,3,42,new,162.5,2,1,210077
126885,0,5,50,new,157.5,2,1,97277
126885,2,5,36,new,167.5,3,1,695335
126885,1,2,35,new,157.5,3,1,172349
126885,5,5,43,new,172.5,4,2,111989
126885,5,6,52,new,170.0,2,1,967569
126885,1,1,35,new,157.5,2,1,262595
126885,3,3,40,new,165.0,2,1,69744
126885,2,6,60,new,150.0,2,1,999697
126885,0,2,42,new,167.5,2,2,228930
126885,5,6,48,new,162.5,2,2,214728
126885,3,3,43,new,160.0,2,1,900244
126885,3,4,42,new,172.5,2,1,522623
